chain_name,cluster,city,am_name,am_email,is_key_vip,first_detection_date,last_detection_date,appearances,consecutive_days,recurrence_severity,current_risk_score,risk_score_change,improvement_status,current_rank,rank_movement,historical_highest_rank,last_failed_orders,last_lost_gmv,last_fail_rate,top_failure_reason,recommended_action,email_required,email_sent,email_sent_date,communication_status,response_received,response_classification,vendor_action_required,vendor_action_completed,action_verification_status,is_active,last_seen_date
"Tmart, Masaken El Nagda",canal,Hurghada,,,no,2026-06-24,2026-06-24,3,1,Medium,21,0,Stable,3,stable,3,122,72080,34.4,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
Burger King Semouha,alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,10,stable,10,114,79440,1.82,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"talabat mart, El Weleideya",upper_egypt,Assiut,,,no,2026-06-24,2026-06-24,3,1,Medium,25,0,Stable,1,stable,1,85,31520,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"Beit Elkhalil Market, Moharam Bek",alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,7,stable,7,79,46330,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"talabat mart, Agamy - Hanuvile",alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,5,stable,5,77,33970,30.4,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"talabat mart, Down Town",upper_egypt,Damietta New,,,no,2026-06-24,2026-06-24,3,1,Medium,25,0,Stable,2,stable,2,75,18640,10.7,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"El Makhbaz El Lebnany El Asly, Semouha TGO",alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,9,stable,9,74,20780,1.32,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"Roshdy 3aSaree3, Ezbet El Shal",delta,Mansoura,,,no,2026-06-24,2026-06-24,3,1,Medium,27,0,Stable,8,stable,8,62,19380,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"Ibn Alsham, Tagammoa 5",key_accounts,Cairo,,,no,2026-06-24,2026-06-24,3,1,Medium,0,0,New,4,stable,4,59,43180,1.12,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"talabat mart, El Suez",canal,Suez,,,no,2026-06-24,2026-06-24,3,1,Medium,21,0,Stable,4,stable,4,54,20570,27.800000000000004,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"Ibn Alsham, El Rehab City 2",key_accounts,Cairo,,,no,2026-06-24,2026-06-24,3,1,Medium,0,0,New,6,stable,6,50,30840,60.699999999999996,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"AlSeoudi, Ahmed Maher",delta,Mansoura,,,no,2026-06-24,2026-06-25,4,2,Medium,65,38,Deteriorating,3,up,3,49,763894,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Al Dahan, 6th of October",key_accounts,Cairo,,,no,2026-06-24,2026-06-24,3,1,Medium,0,0,New,2,stable,2,48,71200,61.8,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"Bremer, Gihan Al Sadat",delta,Mansoura,,,no,2026-06-24,2026-06-25,4,2,Medium,65,38,Deteriorating,4,up,4,47,631355,0,Late Delivery,"1. Review kitchen preparation time vs. promised delivery SLA
2. Audit rider assignment and handover delays at peak hours
3. Validate dispatch timing relative to prep completion
4. Conduct peak-period operational audit with AM on-site visit",yes,no,,none,no,,no,no,,yes,2026-06-25
Al Dahan - Heliopolis,key_accounts,Cairo,,,no,2026-06-24,2026-06-24,3,1,Medium,0,0,New,8,stable,8,46,36230,67.30000000000001,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"Chicken Kickers, Suez Canal",delta,Mansoura,,,no,2026-06-24,2026-06-24,3,1,Medium,27,0,Stable,10,stable,10,43,14760,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"Al Dahan, New Maadi",key_accounts,Cairo,,,no,2026-06-24,2026-06-24,3,1,Medium,0,0,New,1,stable,1,39,38560,52,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"Al Dahan, 90 St. Companies",key_accounts,Cairo,,,no,2026-06-24,2026-06-24,3,1,Medium,0,0,New,10,stable,10,39,32960,98,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"abo younes, Sidi Besher Bahary",alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,8,stable,8,37,12010,36.8,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
Al Dahan - Mohandiseen,key_accounts,Cairo,,,no,2026-06-24,2026-06-24,3,1,Medium,0,0,New,3,stable,3,36,41080,1.542,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
The Chef - Hassan Elkhalili,delta,Mansoura,,,no,2026-06-24,2026-06-24,3,1,Medium,27,0,Stable,9,stable,9,34,17330,20.1,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"Awlad Hanafi Market, Al Salam 1",canal,Suez,,,no,2026-06-24,2026-06-25,4,2,Medium,0,-21,Deteriorating,1,up,1,34,89655,0,CST - doesn't response,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-25
"GAD, Victor Emanouil",alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,6,stable,6,32,6620,21.7,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"GAD, Victor Emanouil",key_accounts,Alexandria,,,yes,2026-06-24,2026-06-24,2,1,Medium,0,0,New,7,stable,7,32,6620,21.7,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"B.LABAN, Sheraton",canal,Hurghada,,,no,2026-06-24,2026-06-25,4,2,Medium,0,-21,Deteriorating,3,up,3,31,119235,0,CST - Incomplete/Wrong Address,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
Al Dahan - Madinaty,key_accounts,Cairo,,,no,2026-06-24,2026-06-24,3,1,Medium,0,0,New,5,stable,5,31,26860,93.60000000000001,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
Al Dahan - Tagammoa 5,key_accounts,Cairo,,,no,2026-06-24,2026-06-24,3,1,Medium,0,0,New,9,stable,9,27,23740,46,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"Abou Aya, Sheraton Road",canal,Hurghada,,,no,2026-06-24,2026-06-24,3,1,Medium,21,0,Stable,10,stable,10,25,4020,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"B.LABAN, Suez University",canal,Suez,,,no,2026-06-24,2026-06-25,4,2,Medium,0,-21,Stable,7,down,5,23,113266,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"B.LABAN, El Gomhorya District",canal,Port Said,,,no,2026-06-24,2026-06-24,3,1,Medium,21,0,Stable,7,stable,7,23,4720,37.2,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"Sharqy, El Gomhuria Street",delta,Mansoura,,,no,2026-06-24,2026-06-25,4,2,Medium,65,38,Deteriorating,9,down,7,22,228061,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"AL ALAMIA, Al Salam 1",canal,Suez,,,no,2026-06-24,2026-06-24,3,1,Medium,21,0,Stable,9,stable,9,18,2440,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"B.laban, 2nd District",upper_egypt,Damietta New,,,no,2026-06-24,2026-06-25,4,2,Medium,0,-25,Deteriorating,3,up,3,18,60232,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-25
"Koshary Gedoo, Central Park",upper_egypt,Damietta New,,,no,2026-06-24,2026-06-24,3,1,Medium,25,0,Stable,8,stable,8,13,1360,1.6,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"Koshary Hekaya, Fryal",upper_egypt,Assiut,,,no,2026-06-24,2026-06-24,3,1,Medium,25,0,Stable,9,stable,9,11,1540,80.80000000000001,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-24
"El.Hossen Market, 1st District",upper_egypt,Damietta New,,,no,2026-06-24,2026-06-24,3,1,Medium,25,0,Stable,10,stable,10,10,940,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-24
"Ibn Elseady Market, 2nd District",upper_egypt,Damietta New,,,no,2026-06-24,2026-06-25,4,2,Medium,0,-25,Improving,5,down,3,9,93443,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-25
"Elmatboly, Central Park",upper_egypt,Damietta New,,,no,2026-06-24,2026-06-25,4,2,Medium,0,-25,Improving,6,down,4,8,62773,0,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-25
"Spinneys, Minya",upper_egypt,Minya,,,no,2026-06-24,2026-06-25,4,2,Medium,0,-25,Improving,7,down,5,6,180403,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"B.LABAN, El Gomhorya St.-assuit",upper_egypt,Assiut,,,no,2026-06-24,2026-06-25,4,2,Medium,0,-25,Improving,8,down,6,5,65530,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,yes,2026-06-25
McDonald’s - Mansoura,delta,Mansoura,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,65,0,New,1,stable,1,105,223609,0,Ven - don't deliver to this area,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
McDonald’s - Mansoura,key_accounts,Mansoura,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,1,stable,1,105,223609,0,Ven - don't deliver to this area,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"McDonald's, Semouha",alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,1,stable,1,102,332917,0,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"McDonald's, Semouha",key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,2,stable,2,102,332917,0,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
Mango Market,alex,Alexandria,Saifallah Samy,seif.yousry@talabat.com,no,2026-06-25,2026-06-25,1,1,Low,0,0,New,2,stable,2,100,265851,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
Papa John's Pizza - Sidi Bishr,alex,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,3,stable,3,94,184782,0,Electricity Issue,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
Papa John's Pizza - Sidi Bishr,key_accounts,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,3,stable,3,94,184782,0,Electricity Issue,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
McDonald's - Stanley,alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,4,stable,4,91,238205,0,Ven Closed,"1. Align app listing hours with actual operating hours
2. Implement automated availability toggle at open/close
3. Review and update holiday/special hours schedule",yes,no,,none,no,,no,no,,yes,2026-06-25
McDonald's - Stanley,key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,4,stable,4,91,238205,0,Ven Closed,"1. Align app listing hours with actual operating hours
2. Implement automated availability toggle at open/close
3. Review and update holiday/special hours schedule",yes,no,,none,no,,no,no,,yes,2026-06-25
"Gad, Stanly",alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,5,stable,5,83,96665,0,Late Delivery,"1. Review kitchen preparation time vs. promised delivery SLA
2. Audit rider assignment and handover delays at peak hours
3. Validate dispatch timing relative to prep completion
4. Conduct peak-period operational audit with AM on-site visit",yes,no,,none,no,,no,no,,yes,2026-06-25
"Gad, Stanly",key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,5,stable,5,83,96665,0,Late Delivery,"1. Review kitchen preparation time vs. promised delivery SLA
2. Audit rider assignment and handover delays at peak hours
3. Validate dispatch timing relative to prep completion
4. Conduct peak-period operational audit with AM on-site visit",yes,no,,none,no,,no,no,,yes,2026-06-25
Papa John's Pizza - Raml Station,alex,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,6,stable,6,69,226789,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
Papa John's Pizza - Raml Station,key_accounts,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,6,stable,6,69,226789,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Abo Soliman Market, Sharea' El Farouq",delta,Zagazig,Mina Youssef,mina.ayman@talabat.com,no,2026-06-25,2026-06-25,1,1,Low,65,0,New,2,stable,2,64,148443,0,CST - Fake order,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Gad, Raml Station",alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,7,stable,7,60,85009,0,Lack of Delivery Men,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Gad, Asafra",alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,8,stable,8,60,90869,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Gad, Raml Station",key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,7,stable,7,60,85009,0,Lack of Delivery Men,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Gad, Asafra",key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,8,stable,8,60,90869,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Sabry Pharmacy, Roushdy",alex,Alexandria,Ahmed Ali,ahmed.mohsen.3@talabat.com,no,2026-06-25,2026-06-25,1,1,Low,0,0,New,9,stable,9,56,456911,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Cilantro, Glim",alex,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,10,stable,10,55,154510,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Cilantro, Glim",key_accounts,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,9,stable,9,55,154510,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
"Starbucks, El Ataren",key_accounts,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-06-25,1,1,Low,0,0,New,10,stable,10,52,224416,0,Ven Wrong Order,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-06-25
