chain_name,cluster,city,am_name,am_email,is_key_vip,first_detection_date,last_detection_date,appearances,consecutive_days,recurrence_severity,current_risk_score,risk_score_change,improvement_status,current_rank,rank_movement,historical_highest_rank,last_failed_orders,last_lost_gmv,last_fail_rate,top_failure_reason,recommended_action,email_required,email_sent,email_sent_date,communication_status,response_received,response_classification,vendor_action_required,vendor_action_completed,action_verification_status,is_active,last_seen_date
"Spinneys, Minya",upper_egypt,Minya,,,no,2026-06-24,2026-07-13,12,2,Critical,0,0,New,9,stable,5,6,218065,12.19,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"🚨 CRITICAL recurring offender — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
McDonald’s - Mansoura,delta,Mansoura,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,30,0,Stable,1,stable,1,139,195434,4.6723,Ven - don't deliver to this area,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"McDonald's, Semouha",key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,2,stable,2,134,373422,3.5319,Failing to Punch Order (Expired),"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
McDonald’s - Mansoura,key_accounts,Mansoura,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,1,stable,1,122,255605,3.9003,Ven - don't deliver to this area,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
Papa John's Pizza - Sidi Bishr,alex,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,4,stable,3,113,238477,3.5512,Failing to Punch Order (Expired),"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"McDonald's, Semouha",alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,1,stable,1,112,415970,3.139,Failing to Punch Order (Expired),"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Gad, Stanly",key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,5,stable,5,112,116637,2.3251,Ven - Content Discrepancy,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Gad, Stanly",alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,5,stable,5,109,124439,2.2186,Ven - Content Discrepancy,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
Mango Market,alex,Alexandria,Saifallah Samy,seif.yousry@talabat.com,no,2026-06-25,2026-07-13,9,2,High,0,0,New,2,stable,1,106,343084,1.5289,CST - Fake order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
McDonald's - Stanley,alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,3,stable,3,104,265641,3.4256,Ven - Refuse to prepare Order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
McDonald's - Stanley,key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,3,stable,3,103,277236,3.6655,Ven - Refuse to prepare Order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
Papa John's Pizza - Sidi Bishr,key_accounts,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,4,stable,3,99,201811,3.1181,Failing to Punch Order (Expired),"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Gad, Asafra",key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,7,stable,7,85,97081,2.0931,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
Papa John's Pizza - Raml Station,alex,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,6,stable,6,75,239713,2.2341,Ven - Refuse to prepare Order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
Papa John's Pizza - Raml Station,key_accounts,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,6,stable,6,75,267722,2.2072,Ven - Refuse to prepare Order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Abo Soliman Market, Sharea' El Farouq",delta,Zagazig,Mina Youssef,mina.ayman@talabat.com,no,2026-06-25,2026-07-13,9,2,High,30,0,Stable,2,stable,2,70,164507,1.2525,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Cilantro, Glim",key_accounts,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,9,stable,9,69,200692,1.1047,Ven - uncontactable,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Sabry Pharmacy, Roushdy",alex,Alexandria,Ahmed Ali,ahmed.mohsen.3@talabat.com,no,2026-06-25,2026-07-13,9,2,High,0,0,New,8,stable,8,64,592016,1.2124,Ven Wrong Order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Gad, Raml Station",alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,9,stable,7,62,87403,1.2944,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Gad, Asafra",alex,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,7,stable,7,62,121802,1.5297,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Gad, Raml Station",key_accounts,Alexandria,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,8,stable,7,61,95556,1.288,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Cilantro, Glim",alex,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,10,stable,10,58,183312,97.25,Ven - uncontactable,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Starbucks, El Ataren",key_accounts,Alexandria,Laila Hassan,laila.abdelaty@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,10,stable,10,54,226938,98.88,Ven - Refuse to prepare Order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Bazooka, Hurghada, Sheraton Road",canal,Hurghada,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,no,2026-06-25,2026-07-13,9,2,High,0,0,New,1,stable,1,48,240169,85.39,Food is inedible,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Bazooka, Kesm El Hokamaa - TGO",delta,Zagazig,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,30,0,Stable,5,stable,5,46,211283,1.1431,Ven - uncontactable,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Khedr, Talkha 1",delta,Mansoura,Mina Youssef,mina.ayman@talabat.com,no,2026-06-25,2026-07-13,9,2,High,30,0,Stable,6,stable,5,41,160458,97.64,CST - Fake order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"B.LABAN, Mansoura University",delta,Mansoura,Ahmed Mohamed,ahmed.shabaan@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,30,0,Deteriorating,7,stable,7,41,185129,52.38,Spilt/ damaged Order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"mzag, sheraton",canal,Hurghada,Beshoy Makary,beshoy.montasser@talabat.com,no,2026-06-25,2026-07-13,9,2,High,0,0,New,4,stable,3,32,71594,90.14,CST - Incomplete/Wrong Address,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Bazooka, New Damietta, 3rd District - TGO",upper_egypt,Damietta New,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,1,stable,1,32,120586,1.053,CST - doesn't response,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Emarati Hyper market, Sharea' Othman Ebn Afaan",canal,Suez,Islam Darwish,islam.darwesh@talabat.com,no,2026-06-25,2026-07-13,9,2,High,0,0,New,5,stable,5,31,85046,85.19,Ven - uncontactable,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Abu Adel, Hay El Gama'a",delta,Mansoura,Mina Youssef,mina.ayman@talabat.com,no,2026-06-25,2026-07-13,9,2,High,30,0,Stable,9,stable,9,30,138638,53.510000000000005,Unavailable Menu item,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Metro Market, PORT SAID M030",canal,Port Said,Merna Ramadan,merna.sherif@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,6,stable,6,30,159094,66.02,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Koshary El Tahrir, Gadila & Toreel",delta,Mansoura,Ahmed Dief,ahmed.daif@talabat.com,no,2026-06-25,2026-07-13,9,2,High,30,0,Stable,8,stable,8,28,72166,43.1,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Metro Market, HURGHADA2 M033",canal,Hurghada,Merna Ramadan,merna.sherif@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,7,stable,5,26,201187,77.45,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
Sultan Ayub - Asuit,upper_egypt,Assiut,Ahmed Mohamed,ahmed.shabaan@talabat.com,yes,2026-06-28,2026-07-13,6,2,High,0,0,New,2,stable,2,26,79413,89.47,,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Koshary El Tahrir, Al Dahar",canal,Hurghada,Ahmed Dief,ahmed.daif@talabat.com,no,2026-06-25,2026-07-13,9,2,High,0,0,New,9,stable,8,25,57613,52.2,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"ElBeek Eldemashky Restaurant, 5th District",upper_egypt,Damietta New,Moaaz Mohamed,moaaz.meshak@talabat.com,no,2026-06-25,2026-07-13,9,2,High,0,0,New,3,stable,2,25,94705,65.79,Failing to Punch Order (MISSED),"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Bazooka, Ismailia - Downtown - Champollion - TGO",canal,Ismailia,Mohamed Ismaiel,mohamed.ismail.3@talabat.com,yes,2026-06-25,2026-07-13,9,2,High,0,0,New,10,stable,10,23,134410,56.06,CANCELED_BY_CUSTOMER_BEFORE_VENDOR_ACCEPTED,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"Koshary Hekaya , Fryal",upper_egypt,Assiut,Mahmoud Tammam,mahmoud.attia@talabat.com,no,2026-06-25,2026-07-13,9,2,High,0,0,New,5,stable,4,14,42923,41.410000000000004,CST - Unable to confirm cash order,"⚠️ Recurring issue — 1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,yes,2026-07-13
"talabat mart, Miami - Arab Academy",alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,2,stable,2,310,152810,18.099999999999998,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
"talabat mart, Ibrahimia",alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,1,stable,1,298,157420,17.8,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
"talabat mart, Semouha",alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,4,stable,4,284,154210,27.400000000000002,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
"Tmart, Fleming - Koliyat Tarbya 2",alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,3,stable,3,249,93260,28.999999999999996,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
"talabat mart, El Magzar",delta,Mansoura,,,no,2026-06-24,2026-06-24,3,1,Medium,27,0,Stable,3,stable,3,229,98010,14.000000000000002,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
"talabat mart, El Helw Street",delta,Tanta,,,no,2026-06-24,2026-06-24,3,1,Medium,27,0,Stable,1,stable,1,213,102210,16.900000000000002,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
"talabat mart, Hay Thany Zagazig",delta,Zagazig,,,no,2026-06-24,2026-06-24,3,1,Medium,27,0,Stable,2,stable,2,164,58440,26.1,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
"Tmart, El Mokhtalat",delta,Mansoura,,,no,2026-06-24,2026-06-24,3,1,Medium,27,0,Stable,4,stable,4,159,59470,34.2,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
talabat mart - Downtown - Champollion,canal,Ismailia,,,no,2026-06-24,2026-06-24,3,1,Medium,21,0,Stable,1,stable,1,157,52280,10.299999999999999,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
"talabat mart, Al Sharq District",canal,Port Said,,,no,2026-06-24,2026-06-24,3,1,Medium,21,0,Stable,2,stable,2,148,60660,5.3,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
"Tmart, Masaken El Nagda",canal,Hurghada,,,no,2026-06-24,2026-06-24,3,1,Medium,21,0,Stable,3,stable,3,122,72080,34.4,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",yes,no,,none,no,,no,no,,no,2026-06-24
Burger King Semouha,alex,Alexandria,,,no,2026-06-24,2026-06-24,3,1,Medium,41,0,Stable,10,stable,10,114,79440,1.82,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,no,2026-06-24
"talabat mart, El Weleideya",upper_egypt,Assiut,,,no,2026-06-24,2026-06-24,3,1,Medium,25,0,Stable,1,stable,1,85,31520,0,,"1. Conduct comprehensive operational review with the vendor
2. Identify root cause through AM field visit
3. Review all fail reason categories for this vendor in Looker
4. Assess peak-hour staffing and operational capacity",no,no,,none,no,,no,no,,no,2026-06-24
